time,open,high,low,close,volume
2025-06-30 23:07:42.189747,1.0005967141530112,1.0007642966744974,1.0003775146224505,1.0005967141530112,924
2025-06-30 23:12:42.189747,1.00055842701899,1.0006630532528318,1.0005216851502883,1.00055842701899,148
2025-06-30 23:17:42.189747,1.001306533086572,1.0019437948532939,1.0011983661932193,1.001306533086572,784
2025-06-30 23:22:42.189747,1.0029316834851878,1.0036402303748948,1.0025918294036795,1.0029316834851878,181
2025-06-30 23:27:42.189747,1.0027971368152313,1.0028288113108255,1.0019923061936997,1.0027971368152313,933
2025-06-30 23:32:42.189747,1.0026626246588615,1.003601329686918,1.0020890528646682,1.0026626246588615,432
2025-06-30 23:37:42.189747,1.004346308587819,1.0043985057547071,1.0038314126497225,1.004346308587819,656
2025-06-30 23:42:42.189747,1.0052175134559846,1.0057616340121989,1.0049224933508922,1.0052175134559846,434
2025-06-30 23:47:42.189747,1.0048461113324694,1.005558608038139,1.0039098422307777,1.0048461113324694,631
2025-06-30 23:52:42.189747,1.0054917852935643,1.0063675375927352,1.0050925899309622,1.0054917852935643,320
2025-06-30 23:57:42.189747,1.005126371788811,1.0058441193960472,1.0050388325521127,1.005126371788811,734
2025-07-01 00:02:42.189747,1.0047587671685496,1.0055643104888994,1.004138764176554,1.0047587671685496,845
2025-07-01 00:07:42.189747,1.0051023567589465,1.0054435389474736,1.0049879375213735,1.0051023567589465,832
2025-07-01 00:12:42.189747,1.0032798245115766,1.004097322108704,1.0029334690974492,1.0032798245115766,422
2025-07-01 00:17:42.189747,1.0016495772337273,1.0017298242357386,1.0011413282798272,1.0016495772337273,950
2025-07-01 00:22:42.189747,1.0011865271255027,1.002082405505798,1.0003112673120782,1.0011865271255027,102
2025-07-01 00:27:42.189747,1.0002726129062829,1.0008203545631857,0.9997789317787752,1.0002726129062829,793
2025-07-01 00:32:42.189747,1.0006869731680474,1.0015048323996483,0.9999842319690865,1.0006869731680474,305
2025-07-01 00:37:42.189747,0.9998783940016672,1.000330657281569,0.998885697895151,0.9998783940016672,931
2025-07-01 00:42:42.189747,0.9985662498843336,0.9992089048499352,0.9984349492869765,0.9985662498843336,139
2025-07-01 00:47:42.189747,1.0001296539041515,1.000656124815248,0.9998548867586172,1.0001296539041515,158
2025-07-01 00:52:42.189747,1.0000038612962767,1.0007354536429158,0.9996092836971039,1.0000038612962767,673
2025-07-01 00:57:42.189747,1.0001713901478408,1.000253034120446,0.9997494896721081,1.0001713901478408,743
2025-07-01 01:02:42.189747,0.99884641491284,0.9989066973755665,0.9984358679853573,0.99884641491284,606
2025-07-01 01:07:42.189747,0.9984025448215988,0.9986492533192682,0.9974963836869383,0.9984025448215988,671
2025-07-01 01:12:42.189747,0.9986131304719255,0.9987724538843835,0.9979000880975752,0.9986131304719255,983
2025-07-01 01:17:42.189747,0.9975635944854698,0.9984332540337728,0.9969571703749951,0.9975635944854698,942
2025-07-01 01:22:42.189747,0.9980381335105403,0.9982569174293224,0.9977293677406454,0.9980381335105403,221
2025-07-01 01:27:42.189747,0.9975384770068906,0.9985119401479444,0.9967167144016416,0.9975384770068906,578
2025-07-01 01:32:42.189747,0.99734725511567,0.997683257208853,0.9963947281360711,0.99734725511567,718
2025-07-01 01:37:42.189747,0.9968468794030897,0.9970284230790274,0.9960282704577583,0.9968468794030897,195
2025-07-01 01:42:42.189747,0.9987930018190442,0.999581747161525,0.9987914386029318,0.9987930018190442,958
2025-07-01 01:47:42.189747,0.9988794001856139,0.9995373698133039,0.9982437119666878,0.9988794001856139,513
2025-07-01 01:52:42.189747,0.9979227624673472,0.9984199233129596,0.9978717333062387,0.9979227624673472,334
2025-07-01 01:57:42.189747,0.9988433910345333,0.9993981122470089,0.9985860817650202,0.9988433910345333,997
2025-07-01 02:02:42.189747,0.9977238437623768,0.9984414085250353,0.997664454549547,0.9977238437623768,161
2025-07-01 02:07:42.189747,0.9980320043355833,0.9982600094789742,0.9974293971494674,0.9980320043355833,355
2025-07-01 02:12:42.189747,0.9961759940344446,0.9971685179636627,0.995492029644877,0.9961759940344446,660
